date_time,brawler_name,result,current_trophies,trophy_delta,new_winstreak,playstyle_hash,playstyle_name,playstyle_gamemodes,playstyle_brawlers,pyla_version,power_level
2026-07-20T11:59:59.566254,bull,defeat,470.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:00:55.143822,bull,victory,468.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:02:23.278576,bull,defeat,478.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:03:45.658713,bull,victory,476.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:04:40.967049,bull,defeat,486.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:07:43.778048,bull,defeat,484.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:08:36.261167,bull,victory,482.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:09:57.248286,bull,defeat,492.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:12:02.312787,stu,victory,313.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:13:35.933437,stu,defeat,323.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T12:16:31.823885,stu,defeat,321.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:41:19.268235,penny,victory,314.0,13.0,4.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:42:39.289851,penny,defeat,327.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:44:08.549441,gale,defeat,314.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:45:35.449918,shade,victory,315.0,15.0,6.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:47:19.679580,shade,victory,330.0,16.0,7.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:48:21.976843,shade,defeat,346.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:50:32.380544,gale,victory,312.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:54:40.670243,gale,victory,322.0,11.0,2.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:56:08.111849,gale,defeat,333.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:58:09.888465,mortis,defeat,316.0,-2.0,0.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T13:59:58.822235,pam,victory,317.0,10.0,1.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T14:01:14.819472,pam,victory,327.0,11.0,2.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T14:02:35.758191,pam,victory,338.0,12.0,3.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T14:04:50.242564,pam,victory,350.0,13.0,4.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T14:06:06.854156,pam,victory,363.0,14.0,5.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
2026-07-20T14:08:59.075577,pam,victory,377.0,15.0,6.0,025a4d0d0bbaaa01c2551957d35e3441057a3471626da83a86ea4e384a5ec678,yann universal,all,all,0.8.14,-1.0
